CID NO,NAME,DZONGKHAG,GEWOG,HOUSEHOLD ID,GENDER,FamilyID,FATHER CID NUMBER,MOTHER CID NUMBER,SPOUSE CID NUMBER
10304000172,Sonam,Dumru,Dumru5,119540831,Male,18,10902000130,10806004460,
10605009967,Tshering,Ladyfinger,Ladyfinger5,957970516,Female,11,10707004272,10404002250,
10907005680,Choden,Peas,Peas7,166944844,Female,42,10301007133,10702001524,
10706005761,Yonten Lhaki,Mustard,Mustard6,796233790,Female,40,10305006622,10811001633,
10709008742,Lhaki Karma Pema,Mustard,Mustard9,231191390,Male,41,10805005443,10406000725,
10903003798,Karma Yonten,Peas,Peas3,149827706,Male,20,11005000853,10403001120,
10307006655,Kinley Yonten Dorji,Dumru,Dumru1,632719211,Male,50,10803007405,10304000430,
10810002885,Gyeltshen Yonten,Pumpkin,Pumpkin10,28492780,Male,2,11006009376,10805003568,
10203005482,Tenzin,Carrot,Carrot3,34126396,Male,48,10809006176,10907007635,
10303002221,Prakash,Dumru,Dumru4,298362082,Female,24,,,11005008626
10705004397,Binita,Mustard,Mustard5,790779946,Male,4,10306000500,10605009874,
10706000436,Lhaki Dorji,Mustard,Mustard6,100604502,Male,14,10802004295,10805009131,10902009924
10407006755,Sonam Pema,Garlic,Garlic7,93349856,Female,15,10905000507,11005006010,
10804003122,Deki Tshering,Pumpkin,Pumpkin4,298704996,Male,26,10803009787,10710001827,
10908004377,Dorji Wangchuk,Peas,Peas8,796233790,Female,40,10305006622,10811001633,
10403001076,Lhaki,Garlic,Garlic3,453778756,Male,36,,,10712009173
10705006389,Gyeltshen Sonam Lhaki,Mustard,Mustard5,585582861,Male,21,10603001684,10606005238,
10902005869,Deki Pema,Peas,Peas2,482334538,Female,5,10809003006,10301002626,
10708000975,Lhaki,Mustard,Mustard8,749621470,Female,32,10710004965,10904000317,
10403003968,Prakash Ram,Garlic,Garlic3,957970516,Male,11,10801000908,10403009225,
10502008494,Sita,Hoentshoe,Hoentshoe2,933404114,Female,7,10811006230,10302005236,
10803001661,Dorji Tashi,Pumpkin,Pumpkin3,634036506,Male,16,10802001129,10808002880,
10301008189,Tashi,Dumru,Dumru2,749621470,Male,32,10102004285,10701002249,
11004005425,Tshewang,Potato,Potato4,585582861,Male,21,10202008980,20201004026,10603009295
10703005848,Deki Choden Gyeltshen,Mustard,Mustard3,482334538,Female,5,10210008866,10602005912,
10705007491,Tashi Sonam,Mustard,Mustard5,796233790,Male,40,10305006622,10811001633,
20201001217,Tenzin,Carrot,Carrot1,749621470,Male,32,10710004965,10904000317,
10203000752,Pema Gyeltshen,Carrot,Carrot3,171432881,Female,23,11006006150,10604007784,
10701007366,Choden,Mustard,Mustard1,686579303,Male,44,10210006565,10803005188,
10811004557,Gyeltshen,Pumpkin,Pumpkin11,34126396,Male,48,10809006176,10907007635,
10809009105,Pema,Pumpkin,Pumpkin9,768820204,Male,39,11006007714,10801007066,
10807005411,Sonam Deki,Pumpkin,Pumpkin7,726600539,Male,35,11009006566,10104002159,10406006658
10103004193,Karma,Banana,Banana3,796233790,Female,40,10604004543,10604001419,10702002050
10305009383,Binita Ramesh,Dumru,Dumru6,6977991,Female,6,10706000356,10701002330,
10606003534,Binita Gita,Ladyfinger,Ladyfinger6,236696312,Male,30,10908004465,10810003909,
10803000035,Lhaki,Pumpkin,Pumpkin3,26855092,Male,33,11006006870,10706000744,
10606006211,Kinley Sonam,Ladyfinger,Ladyfinger6,28492780,Female,2,10704009833,10502003288,
10908006503,Kinley,Peas,Peas8,542621108,Female,8,10606001715,10302004583,
10808006678,Karma Kinley,Pumpkin,Pumpkin8,110053353,Male,28,10701005280,10905001869,
10603002594,Tshewang Tashi,Ladyfinger,Ladyfinger3,26855092,Male,33,10802003862,10703008775,10904000613
10904001892,Binita Sabita,Peas,Peas4,28492780,Female,2,10704009833,10502003288,
10405001228,Tenzin Wangchuk Pema,Garlic,Garlic5,34126396,Female,48,,,10503008824
10504002545,Tenzin,Hoentshoe,Hoentshoe4,6977991,Female,6,11005000998,10811004668,
11006008698,Pema,Potato,Potato6,453778756,Female,36,10804009200,10102005629,
10903006033,Sonam,Peas,Peas3,632719211,Female,50,10803007405,10304000430,
10904004681,Tshewang Choden,Peas,Peas4,450455977,Male,38,10402009579,10905001712,
10805005431,Tashi Karma,Pumpkin,Pumpkin5,957970516,Male,11,10501008882,10205006596,
10901003743,Lhaki Tshewang Karma,Peas,Peas1,865241839,Male,12,10301001791,10905007736,
10707008849,Tashi Lhaki Tshering,Mustard,Mustard7,482334538,Female,5,10809003006,10301002626,
10103000790,Sita Amit,Banana,Banana3,646412689,Female,31,10705008740,11005002830,
10710009795,Kinley Dorji Karma,Mustard,Mustard10,602632297,Male,49,10708006311,11001002414,
10807009329,Karma Dorji Choden,Pumpkin,Pumpkin7,686579303,Female,44,11004002455,10601000326,
10601009432,Pema Tenzin Dorji,Ladyfinger,Ladyfinger1,686579303,Male,44,10101003570,10203007873,
11009005155,Sonam Tenzin,Potato,Potato9,239670711,Male,29,10604001551,10203008700,10701003827
10210004526,Dorji Tshewang Lhaki,Carrot,Carrot5,234760738,Female,47,10701000762,10502004106,
10405006642,Tashi Tenzin,Garlic,Garlic5,100604502,Male,14,10502005724,11003003524,
10604004371,Manoj Amit,Ladyfinger,Ladyfinger4,231191390,Female,41,10811005661,10403009954,
10905004530,Ram,Peas,Peas5,231191390,Female,41,11001001864,10405004984,
11004002838,Deki,Potato,Potato4,768820204,Female,39,11006007714,10801007066,
10305006828,Bishnu,Dumru,Dumru6,28492780,Female,2,10704009833,10502003288,
10502002875,Gyeltshen,Hoentshoe,Hoentshoe2,795285932,Male,22,10601007999,10603004708,
10804006697,Karma Wangchuk,Pumpkin,Pumpkin4,453778756,Female,36,10707005878,10205002262,
10605009064,Tshering Tenzin,Ladyfinger,Ladyfinger5,6977991,Female,6,20201006504,10503008928,
20201009380,Kinley Yonten Sonam,Carrot,Carrot1,819795579,Female,17,10103005850,11004002060,
10811008900,Ram,Pumpkin,Pumpkin11,585126461,Female,37,10904002273,10901003833,
10302000085,Komal Krishna Sita,Dumru,Dumru3,100604502,Female,14,10802004295,10805009131,10808003068
10101001526,Deki,Banana,Banana1,933404114,Male,7,10907006018,10902002346,
10811000546,Choden Pema Karma,Pumpkin,Pumpkin11,453778756,Female,36,10306002924,10703000449,
10808003611,Deki Kinley,Pumpkin,Pumpkin8,749621470,Male,32,10907004689,10706009528,
10702004585,Tshering Sonam,Mustard,Mustard2,453778756,Female,36,10306002924,10703000449,
10801008406,Lhaki,Pumpkin,Pumpkin1,768820204,Female,39,10405009375,10703004890,
10901005051,Dorji,Peas,Peas1,295310485,Female,1,10202005772,10905009470,10811006785
10202005170,Pema Choden,Carrot,Carrot2,249817734,Male,19,10604007546,10709004967,
10703001647,Lhaki Sonam,Mustard,Mustard3,753041955,Female,10,10406005375,10806007007,
10810007353,Tashi Gyeltshen,Pumpkin,Pumpkin10,236696312,Female,30,10502001922,11004006439,
10805000228,Wangchuk Tshewang Pema,Pumpkin,Pumpkin5,119540831,Male,18,10902000130,10806004460,
10205001130,Tshering Yonten,Carrot,Carrot4,453778756,Male,36,10210005649,10104004478,
10604008180,Gyeltshen,Ladyfinger,Ladyfinger4,768820204,Male,39,11006007714,10801007066,
10703000449,Tshewang Sonam,Mustard,Mustard3,453778756,Male,36,,,10306002924
10805005443,Dorji,Pumpkin,Pumpkin5,231191390,Female,41,10802007511,10203001659,10406000725
10503008824,Sonam Kinley Gyeltshen,Hoentshoe,Hoentshoe3,34126396,Male,48,,,10405001228
10407008095,Lhaki,Garlic,Garlic7,697808098,Male,45,10210005401,10708004414,
10711006971,Gyeltshen Choden,Mustard,Mustard11,749621470,Female,32,10102004285,10701002249,
10302006939,Lhaki Tenzin Tshewang,Dumru,Dumru3,865241839,Male,12,10504009617,10904003981,
10807000885,Choden Tenzin,Pumpkin,Pumpkin7,790779946,Male,4,10306000500,10605009874,
10709006744,Pema Karma,Mustard,Mustard9,585126461,Male,37,10703004632,10301007022,
10902005585,Tshewang Tenzin,Peas,Peas2,585582861,Male,21,11004005425,10603009295,
10404003788,Karma Tshering Choden,Garlic,Garlic4,749621470,Male,32,10705008666,10804007702,
10905003271,Kinley Tshering Deki,Peas,Peas5,361415646,Female,27,10501000823,10806007204,
10802002500,Krishna Amit Komal,Pumpkin,Pumpkin2,166944844,Female,42,10303008317,10903003434,
10902003389,Choden,Peas,Peas2,869119330,Male,46,10603009707,10803000634,10604009370
10906003475,Sonam,Peas,Peas6,298362082,Female,24,10101008719,10707000950,
10805004842,Tenzin Pema,Pumpkin,Pumpkin5,869119330,Male,46,10802003618,10709002002,
10808009771,Ramesh Ram,Pumpkin,Pumpkin8,262950628,Female,43,20201006049,10305003949,10802007605
10307005600,Sonam,Dumru,Dumru1,814763202,Male,34,,,10401008042
10404002804,Dorji Tenzin Choden,Garlic,Garlic4,726600539,Male,35,10807005411,10406006658,
10101001746,Pema Deki,Banana,Banana1,46654552,Female,2,10303004239,10905005416,
10810002573,Tenzin Pema,Pumpkin,Pumpkin10,482334538,Male,5,10407004512,10706002736,
10808007484,Choden Wangchuk,Pumpkin,Pumpkin8,585582861,Female,21,11004005425,10603009295,
10805001315,Sonam,Pumpkin,Pumpkin5,239670711,Female,29,10604001551,10203008700,10806004386
10502004106,Tenzin Dorji,Hoentshoe,Hoentshoe2,234760738,Male,47,,,10701000762
20201003792,Deki Pema,Carrot,Carrot1,110053353,Male,28,11007009202,10908009669,
10708009891,Sita,Mustard,Mustard8,790779946,Male,4,10306000500,10605009874,
10406009441,Pema Karma Dorji,Garlic,Garlic6,646412689,Female,31,10503007848,10905009539,
10605008005,Ram,Ladyfinger,Ladyfinger5,453035110,Male,25,10803006498,11002006767,
10803002527,Sita,Pumpkin,Pumpkin3,602632297,Female,49,10403004758,11009000803,
11002008474,Pema Kinley,Potato,Potato2,585582861,Male,21,10603001684,10606005238,
10811007244,Dorji,Pumpkin,Pumpkin11,149827706,Male,20,10405005962,10203001612,
10907004399,Pema,Peas,Peas7,768820204,Female,39,11006007714,10801007066,
11006007007,Yonten Gyeltshen Tshering,Potato,Potato6,697808098,Female,45,10504005617,10809006168,
10803006325,Wangchuk Tshering,Pumpkin,Pumpkin3,234760738,Female,47,10504000972,10711006732,
10811007199,Gita Komal,Pumpkin,Pumpkin11,171432881,Female,23,10706007684,10302003872,
20201002938,Pema Dorji,Carrot,Carrot1,453778756,Female,36,10707005878,10205002262,
10811001633,Sita,Pumpkin,Pumpkin11,796233790,Female,40,,,10305006622
10805008224,Tashi Karma,Pumpkin,Pumpkin5,298704996,Female,26,10707007417,10606002925,
10205008442,Wangchuk Tshewang,Carrot,Carrot4,249817734,Female,19,10604007546,10709004967,
10801004419,Sunita Nirajan,Pumpkin,Pumpkin1,585582861,Female,21,10601000056,10809000842,
10701008428,Tshering Deki,Mustard,Mustard1,93349856,Male,15,10905000507,11005006010,
10809001494,Pema,Pumpkin,Pumpkin9,749621470,Male,32,10907004689,10706009528,
10701002249,Karma Kinley,Mustard,Mustard1,749621470,Female,32,,,10102004285
10903008920,Tenzin Yonten Gyeltshen,Peas,Peas3,646412689,Female,31,,,10603007803
10406009926,Choden,Garlic,Garlic6,634036506,Female,16,10505008285,10103005620,
10301009044,Komal,Dumru,Dumru2,100604502,Female,14,10302000085,10808003068,
11009001562,Deki Tshering Choden,Potato,Potato9,749621470,Male,32,10705008666,10804007702,
10601003387,Choden Yonten Tashi,Ladyfinger,Ladyfinger1,646412689,Male,31,10503007848,10905009539,
10604001235,Prakash,Ladyfinger,Ladyfinger4,171432881,Female,23,10401009275,10505008288,
10707001215,Kinley,Mustard,Mustard7,119540831,Female,18,10809002719,11007004890,
10307009697,Dorji Yonten Deki,Dumru,Dumru1,869119330,Female,46,11005005546,10908002768,
10811003868,Sonam,Pumpkin,Pumpkin11,753041955,Female,10,10403006525,10905002509,
10603009647,Choden Gyeltshen Yonten,Ladyfinger,Ladyfinger3,602632297,Male,49,10601008366,10202005050,
10905005714,Dipak,Peas,Peas5,768820204,Male,39,10405009375,10703004890,
20201006147,Sonam Tenzin,Carrot,Carrot1,634036506,Female,16,10303008280,10604003700,
10305009238,Ram,Dumru,Dumru6,213500298,Female,13,10401002837,10102002807,10403004339
10402000084,Lhaki,Garlic,Garlic2,298704996,Male,26,10803009787,10710001827,
10906007267,Deki Pema,Peas,Peas6,814763202,Male,34,11003004831,10202004059,
10802006813,Sonam Gyeltshen Dorji,Pumpkin,Pumpkin2,28492780,Male,2,11006009376,10805003568,
10804005554,Lhaki Kinley,Pumpkin,Pumpkin4,361415646,Male,27,10501000823,10806007204,
11003004888,Wangchuk Pema,Potato,Potato3,697808098,Female,45,10210005401,10708004414,
10603004499,Prakash Komal Nirajan,Ladyfinger,Ladyfinger3,295310485,Male,1,10908006299,10301000861,
10907003254,Tshewang Dorji Tshering,Peas,Peas7,213500298,Male,13,10401002837,10102002807,10407008486
10103005850,Karma Kinley,Banana,Banana3,819795579,Male,17,10205008320,10702006906,11004002060
10101004076,Dorji Pema,Banana,Banana1,602632297,Male,49,10809001435,10306004833,
10302003070,Tashi Sonam,Dumru,Dumru3,768820204,Male,39,11002006126,10601007030,
10102007622,Lhaki,Banana,Banana2,213500298,Male,13,10907003254,10407008486,
11003007831,Tenzin Lhaki,Potato,Potato3,634036506,Male,16,10806008584,10304006284,
10407009324,Yonten,Garlic,Garlic7,542621108,Female,8,11009000986,10703001257,
10907004722,Deki Choden,Peas,Peas7,171432881,Male,23,10401009275,10505008288,
10301007022,Ramesh Manoj,Dumru,Dumru2,585126461,Female,37,,,10703004632
10402004333,Tshewang Pema,Garlic,Garlic2,453778756,Female,36,10210005649,10104004478,
10902006114,Lhaki,Peas,Peas2,365341213,Male,3,10701003531,10203001336,
10405001210,Pema Yonten,Garlic,Garlic5,31994523,Male,9,10304007405,11002009363,
11003008914,Lhaki Wangchuk,Potato,Potato3,697808098,Female,45,10806006843,10404007371,
10712009568,Pema Choden,Mustard,Mustard12,814763202,Female,34,10707006992,11006002146,
10806008755,Pema Tashi Kinley,Pumpkin,Pumpkin6,814763202,Female,34,10904008214,10706006421,
10502008199,Sonam Deki,Hoentshoe,Hoentshoe2,93349856,Female,15,11009009999,10601005456,
10605007484,Tshering Kinley,Ladyfinger,Ladyfinger5,213500298,Male,13,10401002837,10102002807,10603005682
10902001501,Krishna,Peas,Peas2,795285932,Male,22,10601007999,10603004708,
10301009547,Choden Tashi,Dumru,Dumru2,790779946,Female,4,10306000500,10605009874,
10806002356,Dorji,Pumpkin,Pumpkin6,632719211,Male,50,10606006275,10810005663,
10203000104,Tshewang Lhaki Yonten,Carrot,Carrot3,365341213,Female,3,10504006723,10706007286,
10805000693,Lhaki,Pumpkin,Pumpkin5,869119330,Female,46,11005005546,10908002768,
10301001901,Lhaki Deki Tenzin,Dumru,Dumru2,100604502,Male,14,10302000085,10808003068,
10503002275,Dorji,Hoentshoe,Hoentshoe3,585582861,Female,21,10603001684,10606005238,
10505007046,Tshering Tashi Choden,Hoentshoe,Hoentshoe5,234760738,Male,47,10701000762,10502004106,
10708006807,Tshewang Tashi Sonam,Mustard,Mustard8,34126396,Male,48,10604003139,10704009083,
10503002414,Sonam,Hoentshoe,Hoentshoe3,262950628,Female,43,11004004605,10205003752,
10802004295,Yonten Wangchuk,Pumpkin,Pumpkin2,100604502,Male,14,,,10805009131
10406008751,Pema Gyeltshen Choden,Garlic,Garlic6,768820204,Male,39,11006007714,10801007066,
10801006272,Krishna,Pumpkin,Pumpkin1,686579303,Female,44,10103008228,10906002434,
10205008584,Tshewang Sonam,Carrot,Carrot4,865241839,Male,12,11002002778,10406003471,10908008109
11007005374,Sabita Binita,Potato,Potato7,790779946,Male,4,10801001479,20201004986,10302005798
10305005417,Yonten,Dumru,Dumru6,6977991,Female,6,10603009045,11006007305,10601005313
10403001970,Gyeltshen Wangchuk Tenzin,Garlic,Garlic3,542621108,Female,8,,,10902002506
10505003811,Karma,Hoentshoe,Hoentshoe5,542621108,Male,8,10902002506,10403001970,10504004325
10603006658,Tenzin Lhaki,Ladyfinger,Ladyfinger3,933404114,Male,7,10901004374,10404003366,
10210002324,Lhaki Wangchuk,Carrot,Carrot5,453035110,Male,25,10902009256,10802001376,
10810009648,Tenzin Lhaki Deki,Pumpkin,Pumpkin10,93349856,Female,15,,,10205003811
10603009349,Gyeltshen Pema Yonten,Ladyfinger,Ladyfinger3,753041955,Male,10,10403006525,10905002509,
10705003974,Sonam Dorji Wangchuk,Mustard,Mustard5,31994523,Male,9,10803006154,11007009088,
10404006797,Lhaki Tshering,Garlic,Garlic4,819795579,Female,17,10502004173,10307006329,
10604001110,Wangchuk Sonam Pema,Ladyfinger,Ladyfinger4,865241839,Female,12,10205008584,10908008109,
11007009013,Gyeltshen Choden Tshering,Potato,Potato7,239670711,Male,29,10307001344,10702007579,
10601005820,Tashi Gyeltshen,Ladyfinger,Ladyfinger1,298704996,Male,26,10905006280,10402008674,
10704008173,Deki Karma,Mustard,Mustard4,100604502,Female,14,10706000436,10902009924,
11003004082,Dorji Kinley,Potato,Potato3,231191390,Female,41,10811005661,10403009954,
10603000949,Deki Wangchuk,Ladyfinger,Ladyfinger3,453035110,Female,25,10902009256,10802001376,
10709002007,Gyeltshen Sonam,Mustard,Mustard9,585582861,Male,21,11004005425,10603009295,
10303003846,Sita Komal,Dumru,Dumru4,26855092,Female,33,10403005121,10304008452,
10905008921,Wangchuk,Peas,Peas5,542621108,Female,8,10505003811,10504004325,
10801003891,Deki,Pumpkin,Pumpkin1,795285932,Female,22,11009009632,11005009232,
10806003022,Tshewang Pema,Pumpkin,Pumpkin6,6977991,Male,6,11005000998,10811004668,
10205003752,Tashi Yonten Kinley,Carrot,Carrot4,262950628,Female,43,,,11004004605
10304009402,Pema Tshering,Dumru,Dumru5,171432881,Male,23,11006006150,10604007784,
10711006732,Pema Tenzin,Mustard,Mustard11,234760738,Female,47,,,10504000972
10404003527,Pema Tashi,Garlic,Garlic4,236696312,Female,30,10502001922,11004006439,
11005006010,Manoj Sabita,Potato,Potato5,93349856,Female,15,,,10905000507
10707002041,Tshering Tenzin Tashi,Mustard,Mustard7,632719211,Female,50,10803007405,10304000430,
11001008085,Choden Wangchuk,Potato,Potato1,585126461,Male,37,10601005031,10810001502,
10711007520,Tashi Deki Dorji,Mustard,Mustard11,753041955,Female,10,10406005375,10806007007,
10406007657,Prakash Sabita,Garlic,Garlic6,93349856,Female,15,,,10712003588
10705002697,Deki Tshewang Yonten,Mustard,Mustard5,119540831,Female,18,10809002719,11007004890,
10602001654,Sonam,Ladyfinger,Ladyfinger2,585126461,Female,37,10604005816,10701006709,
10301001791,Kinley Dorji,Dumru,Dumru2,865241839,Male,12,11002002778,10406003471,10905007736
10405002962,Gyeltshen,Garlic,Garlic5,234760738,Male,47,10701000762,10502004106,
10702006906,Tenzin Lhaki,Mustard,Mustard2,819795579,Female,17,,,10205008320
10810005663,Karma Choden,Pumpkin,Pumpkin10,632719211,Female,50,,,10606006275
20201004986,Binita,Carrot,Carrot1,790779946,Female,4,,,10801001479
10905000999,Kinley Tashi,Peas,Peas5,450455977,Male,38,10603002847,10804003858,
10305003365,Tshewang Tenzin,Dumru,Dumru6,298362082,Female,24,11005008626,10303002221,
10503007541,Wangchuk Kinley,Hoentshoe,Hoentshoe3,814763202,Male,34,10904008013,10407004347,
10307000742,Choden Karma,Dumru,Dumru1,814763202,Female,34,11003004831,10202004059,
11007005990,Gyeltshen,Potato,Potato7,790779946,Male,4,11003009157,10711001127,
11004005886,Tenzin Yonten,Potato,Potato4,753041955,Male,10,10406005375,10806007007,
10807007381,Sabita Binita Sunita,Pumpkin,Pumpkin7,790779946,Female,4,11007005374,10302005798,
11005002830,Tshewang,Potato,Potato5,646412689,Female,31,,,10705008740
10904008013,Lhaki,Peas,Peas4,814763202,Male,34,10101005464,10301007369,10407004347
10907000379,Dorji Tshewang Tshering,Peas,Peas7,213500298,Male,13,10703002584,10505008375,
10305006790,Choden Gyeltshen Wangchuk,Dumru,Dumru6,542621108,Female,8,10606001715,10302004583,
10401004090,Tshering,Garlic,Garlic1,295310485,Male,1,10807009662,10908008847,
10705009616,Sunita Sita Bishnu,Mustard,Mustard5,26855092,Male,33,10102005916,10906007886,
10903001233,Tshering Tashi,Peas,Peas3,634036506,Female,16,10806008584,10304006284,
10306002223,Sonam,Dumru,Dumru7,450455977,Female,38,10603002847,10804003858,
10302009061,Karma,Dumru,Dumru3,646412689,Male,31,10503007848,10905009539,
10501008129,Tashi,Hoentshoe,Hoentshoe1,453035110,Female,25,10902009256,10802001376,
10806002142,Binita,Pumpkin,Pumpkin6,814763202,Male,34,10904008013,10407004347,
10709002093,Tenzin Kinley,Mustard,Mustard9,171432881,Female,23,10401009275,10505008288,
10901005225,Choden Tshering Wangchuk,Peas,Peas1,450455977,Female,38,10603002847,10804003858,
10203005642,Sonam Wangchuk,Carrot,Carrot3,31994523,Male,9,10205002332,10802004634,
10603003972,Tenzin Gyeltshen Kinley,Ladyfinger,Ladyfinger3,542621108,Male,8,11009000986,10703001257,
11005008689,Choden,Potato,Potato5,262950628,Male,43,20201006049,10305003949,10707004444
11001002236,Wangchuk Kinley,Potato,Potato1,249817734,Male,19,11003008564,10606001493,
10804003858,Gyeltshen Choden,Pumpkin,Pumpkin4,450455977,Female,38,,,10603002847
10702001524,Tshering,Mustard,Mustard2,166944844,Female,42,,,10301007133
10801006606,Tashi Tenzin,Pumpkin,Pumpkin1,634036506,Female,16,10303008280,10604003700,
10711002541,Prakash Binita,Mustard,Mustard11,213500298,Male,13,10605007484,10603005682,
10603004351,Sonam,Ladyfinger,Ladyfinger3,166944844,Male,42,10202007144,10709005260,
10902008785,Pema Gyeltshen,Peas,Peas2,602632297,Female,49,10403004758,11009000803,
10101008149,Gita,Banana,Banana1,957970516,Female,11,10501008882,10205006596,
10402001989,Ram Prakash Komal,Garlic,Garlic2,602632297,Male,49,10704005262,10406009696,
10205002262,Kinley Karma Tshewang,Carrot,Carrot4,453778756,Female,36,,,10707005878
10904001099,Lhaki Tshewang,Peas,Peas4,231191390,Male,41,10805005443,10406000725,
10104008098,Yonten Gyeltshen Kinley,Banana,Banana4,100604502,Male,14,10706000436,10902009924,
10604009370,Pema Kinley,Ladyfinger,Ladyfinger4,869119330,Female,46,,,10902003389
10804001337,Dorji,Pumpkin,Pumpkin4,213500298,Female,13,10605007484,10603005682,
10809003470,Sonam Karma,Pumpkin,Pumpkin9,166944844,Female,42,10301007133,10702001524,
10603004366,Kinley,Ladyfinger,Ladyfinger3,790779946,Female,4,11007005374,10302005798,
10302001646,Tshering,Dumru,Dumru3,602632297,Female,49,10708006311,11001002414,
10405006438,Ramesh Ram,Garlic,Garlic5,249817734,Male,19,10303007713,10903004341,10103006035
11004004371,Tenzin Yonten,Potato,Potato4,31994523,Male,9,10205002332,10802004634,
11002000752,Gyeltshen Tashi,Potato,Potato2,814763202,Male,34,10202006731,11006006739,
10804009312,Tshering Tenzin,Pumpkin,Pumpkin4,31994523,Male,9,10807002532,11005007569,
10809002730,Tashi Tshering,Pumpkin,Pumpkin9,298362082,Male,24,10804006931,10709002417,
10403004339,Ram,Garlic,Garlic3,213500298,Male,13,,,10305009238
10407007612,Tshewang Sonam,Garlic,Garlic7,753041955,Male,10,10808007272,10906005631,
10705000528,Nirajan Bishnu Amit,Mustard,Mustard5,100604502,Female,14,10302000085,10808003068,
10908009644,Lhaki,Peas,Peas8,646412689,Male,31,10808004836,10906003279,
10104006371,Yonten Pema,Banana,Banana4,957970516,Male,11,10801000908,10403009225,
10802008920,Dorji Deki,Pumpkin,Pumpkin2,819795579,Male,17,10808001557,10701009244,
10705004764,Gyeltshen Dorji Pema,Mustard,Mustard5,26855092,Male,33,10403005121,10304008452,
10712003441,Tashi Dorji,Mustard,Mustard12,46654552,Male,2,10303004239,10905005416,
10707001188,Wangchuk,Mustard,Mustard7,231191390,Female,41,10810006471,10807000749,
10405001771,Wangchuk Tshewang,Garlic,Garlic5,819795579,Female,17,10103005850,11004002060,
10710008031,Wangchuk,Mustard,Mustard10,869119330,Male,46,10104000757,10809005003,
11006005419,Dorji Sonam Choden,Potato,Potato6,585126461,Male,37,10604005816,10701006709,
10804003826,Wangchuk Tashi,Pumpkin,Pumpkin4,6977991,Male,6,10706000356,10701002330,
10802008850,Pema,Pumpkin,Pumpkin2,365341213,Female,3,10504006723,10706007286,
10202006338,Sunita Ramesh,Carrot,Carrot2,149827706,Female,20,10302005153,10405005422,
10102007939,Pema Tenzin Kinley,Banana,Banana2,865241839,Male,12,10205008584,10908008109,
10304001578,Prakash Krishna Sunita,Dumru,Dumru5,819795579,Male,17,10103005850,11004002060,
10102000274,Bishnu Ramesh,Banana,Banana2,686579303,Male,44,11004002455,10601000326,
10705002347,Tshewang Wangchuk,Mustard,Mustard5,790779946,Male,4,11007005374,10302005798,
11006001524,Gyeltshen Kinley,Potato,Potato6,957970516,Female,11,10501008882,10205006596,
10702005753,Prakash Sunita,Mustard,Mustard2,295310485,Male,1,10901005051,10811006785,
10305000527,Wangchuk Deki,Dumru,Dumru6,298362082,Male,24,10804006931,10709002417,
10701003159,Ramesh Sunita,Mustard,Mustard1,796233790,Female,40,10305006622,10811001633,
10401008042,Dorji Yonten,Garlic,Garlic1,814763202,Female,34,10101005464,10301007369,10307005600
10405000510,Dipak,Garlic,Garlic5,585126461,Female,37,10604005816,10701006709,
10302007700,Dipak Komal,Dumru,Dumru3,34126396,Male,48,10809006176,10907007635,
10601001988,Pema Gyeltshen,Ladyfinger,Ladyfinger1,110053353,Female,28,10701005280,10905001869,
10606006857,Nirajan Prakash,Ladyfinger,Ladyfinger6,726600539,Male,35,11009006566,10104002159,20201007314
10712006713,Sonam Yonten,Mustard,Mustard12,28492780,Male,2,11006009376,10805003568,
11005000853,Manoj Dipak,Potato,Potato5,149827706,Female,20,10205009608,10802004155,10403001120
10305001232,Gyeltshen,Dumru,Dumru6,542621108,Male,8,11009000986,10703001257,
10406006024,Dorji Sonam,Garlic,Garlic6,239670711,Male,29,10604001551,10203008700,10905004835
10303007062,Pema Deki,Dumru,Dumru4,361415646,Female,27,10705007259,10501006078,
10301007133,Tshewang,Dumru,Dumru2,166944844,Male,42,10707006022,10801006521,10702001524
10807007793,Kinley Yonten,Pumpkin,Pumpkin7,262950628,Female,43,10505000359,10706004511,
11002009142,Tenzin Gyeltshen,Potato,Potato2,632719211,Female,50,10803007405,10304000430,
10704005925,Choden Kinley,Mustard,Mustard4,697808098,Male,45,10210005401,10708004414,
10801003871,Gita Sunita,Pumpkin,Pumpkin1,453778756,Female,36,10804009200,10102005629,
10603005003,Tshewang Tashi Pema,Ladyfinger,Ladyfinger3,26855092,Male,33,,,10901000693
10711009998,Tshering Karma,Mustard,Mustard11,236696312,Female,30,10908004465,10810003909,
10502002001,Sonam Choden,Hoentshoe,Hoentshoe2,726600539,Male,35,11009006566,10104002159,20201002068
11003003524,Sonam Gyeltshen,Potato,Potato3,100604502,Male,14,,,10502005724
10703007690,Tshewang Lhaki,Mustard,Mustard3,119540831,Female,18,10810001624,11009003625,
10902001867,Tashi Tshering,Peas,Peas2,585126461,Female,37,10601005031,10810001502,
10103009432,Prakash Bishnu,Banana,Banana3,166944844,Female,42,10202007144,10709005260,
10103001524,Tshering,Banana,Banana3,231191390,Male,41,10101004272,10303008017,
10704008337,Choden Tshewang Tshering,Mustard,Mustard4,632719211,Male,50,10803007405,10304000430,
11004006439,Dorji Yonten,Potato,Potato4,236696312,Male,30,,,10502001922
10104004478,Choden Gyeltshen,Banana,Banana4,453778756,Female,36,,,10210005649
10906004732,Sonam Karma,Peas,Peas6,933404114,Female,7,10907006018,10902002346,
